street_address,postal_code,latitude,longitude,link,page,num,address_locality,address_region,scrape_generated,link_new,is_same,property
132 Kentzel Rd,15237,40.530346,-80.01465,https://www.trulia.com/p/pa/pittsburgh/132-kentzel-rd-pittsburgh-pa-15237--2014270265,4,14,Pittsburgh,PA,132 kentzel rd pittsburgh pa 15237,132 kentzel rd pittsburgh pa 15237,1,0
260 Delano Dr,15236,40.332947,-79.95416,https://www.trulia.com/p/pa/pittsburgh/260-delano-dr-pittsburgh-pa-15236--2014258160,4,15,Pittsburgh,PA,260 delano dr pittsburgh pa 15236,260 delano dr pittsburgh pa 15236,1,0
3020 Mount Troy Rd,15212,40.47903,-79.98649,https://www.trulia.com/p/pa/pittsburgh/3020-mount-troy-rd-pittsburgh-pa-15212--2014115175,4,16,Pittsburgh,PA,3020 mount troy rd pittsburgh pa 15212,3020 mount troy rd pittsburgh pa 15212,1,0
3408 California Ave,15212,40.476772,-80.039795,https://www.trulia.com/p/pa/pittsburgh/3408-california-ave-pittsburgh-pa-15212--1004249742,4,17,Pittsburgh,PA,3408 california ave pittsburgh pa 15212,3408 california ave pittsburgh pa 15212,1,0
301 Sprucewood St,15210,40.39912,-79.983246,https://www.trulia.com/p/pa/pittsburgh/301-sprucewood-st-pittsburgh-pa-15210--2014096194,4,18,Pittsburgh,PA,301 sprucewood st pittsburgh pa 15210,301 sprucewood st pittsburgh pa 15210,1,0
510 Lucy Dr,15236,40.341843,-80.000565,https://www.trulia.com/p/pa/pittsburgh/510-lucy-dr-pittsburgh-pa-15236--2014262371,4,19,Pittsburgh,PA,510 lucy dr pittsburgh pa 15236,510 lucy dr pittsburgh pa 15236,1,0
1311 Sandusky St,15212,40.457344,-80.00523,https://www.trulia.com/p/pa/pittsburgh/1311-sandusky-st-pittsburgh-pa-15212--2014109726,4,20,Pittsburgh,PA,1311 sandusky st pittsburgh pa 15212,1311 sandusky st pittsburgh pa 15212,1,0
173 36th St,15201,40.466015,-79.966255,https://www.trulia.com/p/pa/pittsburgh/173-36th-st-pittsburgh-pa-15201--1002237666,4,21,Pittsburgh,PA,173 36th st pittsburgh pa 15201,173 36th st pittsburgh pa 15201,1,0
138 Universal Rd,15235,40.466007,-79.82344,https://www.trulia.com/p/pa/pittsburgh/138-universal-rd-pittsburgh-pa-15235--1005665589,4,22,Pittsburgh,PA,138 universal rd pittsburgh pa 15235,138 universal rd pittsburgh pa 15235,1,0
1304 Decatur St,15233,40.45579,-80.02547,https://www.trulia.com/p/pa/pittsburgh/1304-decatur-st-pittsburgh-pa-15233--2014231322,4,23,Pittsburgh,PA,1304 decatur st pittsburgh pa 15233,1304 decatur st pittsburgh pa 15233,1,0
7127 Card Ln,15208,40.44899,-79.903404,https://www.trulia.com/p/pa/pittsburgh/7127-card-ln-pittsburgh-pa-15208--2014080649,4,24,Pittsburgh,PA,7127 card ln pittsburgh pa 15208,7127 card ln pittsburgh pa 15208,1,0
3915 Lawnview Ave,15227,40.36882,-79.97787,https://www.trulia.com/p/pa/pittsburgh/3915-lawnview-ave-pittsburgh-pa-15227--2014212964,4,25,Pittsburgh,PA,3915 lawnview ave pittsburgh pa 15227,3915 lawnview ave pittsburgh pa 15227,1,0
2043 Brookfield Rd,15243,40.366505,-80.09002,https://www.trulia.com/p/pa/pittsburgh/2043-brookfield-rd-pittsburgh-pa-15243--2014308969,4,26,Pittsburgh,PA,2043 brookfield rd pittsburgh pa 15243,2043 brookfield rd pittsburgh pa 15243,1,0
2467 Broadlawn Dr,15241,40.324425,-80.079956,https://www.trulia.com/p/pa/pittsburgh/2467-broadlawn-dr-pittsburgh-pa-15241--2014303970,4,27,Pittsburgh,PA,2467 broadlawn dr pittsburgh pa 15241,2467 broadlawn dr pittsburgh pa 15241,1,0
311 Service Way,15201,40.469765,-79.956535,https://www.trulia.com/p/pa/pittsburgh/311-service-way-pittsburgh-pa-15201--2014033804,4,28,Pittsburgh,PA,311 service way pittsburgh pa 15201,311 service way pittsburgh pa 15201,1,0
1658 Potomac Ave,15216,40.398792,-80.03749,https://www.trulia.com/p/pa/pittsburgh/1658-potomac-ave-pittsburgh-pa-15216--2014140676,4,29,Pittsburgh,PA,1658 potomac ave pittsburgh pa 15216,1658 potomac ave pittsburgh pa 15216,1,0
524 Baldwin Rd,15207,40.385376,-79.932976,https://www.trulia.com/p/pa/pittsburgh/524-baldwin-rd-pittsburgh-pa-15207--1119200330,5,0,Pittsburgh,PA,524 baldwin rd pittsburgh pa 15207,524 baldwin rd pittsburgh pa 15207,1,0
109 Westwood St,15211,40.42259,-80.00575,https://www.trulia.com/p/pa/pittsburgh/109-westwood-st-pittsburgh-pa-15211--2014101641,5,1,Pittsburgh,PA,109 westwood st pittsburgh pa 15211,109 westwood st pittsburgh pa 15211,1,0
4761 Meadowgreen Dr,15236,40.35364,-79.99788,https://www.trulia.com/p/pa/pittsburgh/4761-meadowgreen-dr-pittsburgh-pa-15236--2014261363,5,2,Pittsburgh,PA,4761 meadowgreen dr pittsburgh pa 15236,4761 meadowgreen dr pittsburgh pa 15236,1,0
118 E Littlewood St,15223,40.51671,-79.95722,https://www.trulia.com/p/pa/pittsburgh/118-e-littlewood-st-pittsburgh-pa-15223--2089363111,5,3,Pittsburgh,PA,118 e littlewood st pittsburgh pa 15223,118 e littlewood st pittsburgh pa 15223,1,0
1810 Baldauf St,15203,40.42333,-79.98178,https://www.trulia.com/p/pa/pittsburgh/1810-baldauf-st-pittsburgh-pa-15203--2014044837,5,4,Pittsburgh,PA,1810 baldauf st pittsburgh pa 15203,1810 baldauf st pittsburgh pa 15203,1,0
408 Sabbath Dr,15236,40.339546,-79.970985,https://www.trulia.com/p/pa/pittsburgh/408-sabbath-dr-pittsburgh-pa-15236--2014259802,5,5,Pittsburgh,PA,408 sabbath dr pittsburgh pa 15236,408 sabbath dr pittsburgh pa 15236,1,0
226 Fisk St,15201,40.46845,-79.9609,https://www.trulia.com/p/pa/pittsburgh/226-fisk-st-pittsburgh-pa-15201--2014033151,5,6,Pittsburgh,PA,226 fisk st pittsburgh pa 15201,226 fisk st pittsburgh pa 15201,1,0
537 N Neville St #5B,15213,40.44924,-79.9474,https://www.trulia.com/p/pa/pittsburgh/537-n-neville-st-5b-pittsburgh-pa-15213--2089360087,5,7,Pittsburgh,PA,537 n neville st 5b pittsburgh pa 15213,537 n neville st 5b pittsburgh pa 15213,1,0
129 Varney St,15202,40.496384,-80.048294,https://www.trulia.com/p/pa/pittsburgh/129-varney-st-pittsburgh-pa-15202--2014038625,5,8,Pittsburgh,PA,129 varney st pittsburgh pa 15202,129 varney st pittsburgh pa 15202,1,0
1808 Baldauf St,15203,40.423386,-79.98177,https://www.trulia.com/p/pa/pittsburgh/1808-baldauf-st-pittsburgh-pa-15203--2014044822,5,9,Pittsburgh,PA,1808 baldauf st pittsburgh pa 15203,1808 baldauf st pittsburgh pa 15203,1,0
545 Peebles St,15221,40.43992,-79.89432,https://www.trulia.com/p/pa/pittsburgh/545-peebles-st-pittsburgh-pa-15221--2014185275,5,10,Pittsburgh,PA,545 peebles st pittsburgh pa 15221,545 peebles st pittsburgh pa 15221,1,0
1074 Brinton Rd,15221,40.42698,-79.872734,https://www.trulia.com/p/pa/pittsburgh/1074-brinton-rd-pittsburgh-pa-15221--1141511583,5,11,Pittsburgh,PA,1074 brinton rd pittsburgh pa 15221,1074 brinton rd pittsburgh pa 15221,1,0
1559 W Ingomar Rd,15237,40.58415,-80.07864,https://www.trulia.com/p/pa/pittsburgh/1559-w-ingomar-rd-pittsburgh-pa-15237--2089366531,5,12,Pittsburgh,PA,1559 w ingomar rd pittsburgh pa 15237,1559 w ingomar rd pittsburgh pa 15237,1,0
942 Roland Rd,15221,40.427517,-79.83849,https://www.trulia.com/p/pa/pittsburgh/942-roland-rd-pittsburgh-pa-15221--2014188768,5,13,Pittsburgh,PA,942 roland rd pittsburgh pa 15221,942 roland rd pittsburgh pa 15221,1,0
178 High St,15223,40.500668,-79.94854,https://www.trulia.com/p/pa/pittsburgh/178-high-st-pittsburgh-pa-15223--2014192059,5,14,Pittsburgh,PA,178 high st pittsburgh pa 15223,178 high st pittsburgh pa 15223,1,0
367 Walnut St,15238,40.495113,-79.86103,https://www.trulia.com/p/pa/pittsburgh/367-walnut-st-pittsburgh-pa-15238--2014288285,5,15,Pittsburgh,PA,367 walnut st pittsburgh pa 15238,367 walnut st pittsburgh pa 15238,1,0
4735 Carlyn Dr,15236,40.354336,-79.98943,https://www.trulia.com/p/pa/pittsburgh/4735-carlyn-dr-pittsburgh-pa-15236--2014261251,5,16,Pittsburgh,PA,4735 carlyn dr pittsburgh pa 15236,4735 carlyn dr pittsburgh pa 15236,1,0
266 Streets Run Rd,15236,40.345467,-79.98307,https://www.trulia.com/p/pa/pittsburgh/266-streets-run-rd-pittsburgh-pa-15236--2014258212,5,17,Pittsburgh,PA,266 streets run rd pittsburgh pa 15236,266 streets run rd pittsburgh pa 15236,1,0
1240 Pennsylvania Ave,15233,40.45471,-80.02417,https://www.trulia.com/p/pa/pittsburgh/1240-pennsylvania-ave-pittsburgh-pa-15233--2014231247,5,18,Pittsburgh,PA,1240 pennsylvania ave pittsburgh pa 15233,1240 pennsylvania ave pittsburgh pa 15233,1,0
4822 Rolling Hills Rd,15236,40.35523,-79.99568,https://www.trulia.com/p/pa/pittsburgh/4822-rolling-hills-rd-pittsburgh-pa-15236--2014261568,5,19,Pittsburgh,PA,4822 rolling hills rd pittsburgh pa 15236,4822 rolling hills rd pittsburgh pa 15236,1,0
2611 Stella St,15203,40.42315,-79.96969,https://www.trulia.com/p/pa/pittsburgh/2611-stella-st-pittsburgh-pa-15203--1117782610,5,20,Pittsburgh,PA,2611 stella st pittsburgh pa 15203,2611 stella st pittsburgh pa 15203,1,0
160 Lambeth Dr,15241,40.3248,-80.07008,https://www.trulia.com/p/pa/pittsburgh/160-lambeth-dr-pittsburgh-pa-15241--2014301291,5,21,Pittsburgh,PA,160 lambeth dr pittsburgh pa 15241,160 lambeth dr pittsburgh pa 15241,1,0
525 Springdale Dr,15235,40.47181,-79.82136,https://www.trulia.com/p/pa/pittsburgh/525-springdale-dr-pittsburgh-pa-15235--2014251451,5,22,Pittsburgh,PA,525 springdale dr pittsburgh pa 15235,525 springdale dr pittsburgh pa 15235,1,0
1002 Willow Dr,15237,40.536667,-80.03293,https://www.trulia.com/p/pa/pittsburgh/1002-willow-dr-pittsburgh-pa-15237--2014266846,5,23,Pittsburgh,PA,1002 willow dr pittsburgh pa 15237,1002 willow dr pittsburgh pa 15237,1,0
150 Waverly Ave #4,15229,40.517532,-80.034935,https://www.trulia.com/p/pa/pittsburgh/150-waverly-ave-4-pittsburgh-pa-15229--2014224597,5,24,Pittsburgh,PA,150 waverly ave 4 pittsburgh pa 15229,150 waverly ave 4 pittsburgh pa 15229,1,0
1441 Benton Ave,15212,40.48405,-80.038574,https://www.trulia.com/p/pa/pittsburgh/1441-benton-ave-pittsburgh-pa-15212--2014110889,5,25,Pittsburgh,PA,1441 benton ave pittsburgh pa 15212,1441 benton ave pittsburgh pa 15212,1,0
113 Theresa Dr,15215,40.511433,-79.939476,https://www.trulia.com/p/pa/pittsburgh/113-theresa-dr-pittsburgh-pa-15215--2014132159,5,26,Pittsburgh,PA,113 theresa dr pittsburgh pa 15215,113 theresa dr pittsburgh pa 15215,1,0
223 40th St,15201,40.46829,-79.96131,https://www.trulia.com/p/pa/pittsburgh/223-40th-st-pittsburgh-pa-15201--2014033122,5,27,Pittsburgh,PA,223 40th st pittsburgh pa 15201,223 40th st pittsburgh pa 15201,1,0
23 Ridge Rd,15221,40.42005,-79.859886,https://www.trulia.com/p/pa/pittsburgh/23-ridge-rd-pittsburgh-pa-15221--2014181990,5,28,Pittsburgh,PA,23 ridge rd pittsburgh pa 15221,23 ridge rd pittsburgh pa 15221,1,0
1012-1014 High St,15212,40.46013,-79.99409,https://www.trulia.com/p/pa/pittsburgh/1012-1014-high-st-pittsburgh-pa-15212--2189444541,5,29,Pittsburgh,PA,1012-1014 high st pittsburgh pa 15212,1012 1014 high st pittsburgh pa 15212,0,0
5301 Ranchview Dr,15236,40.339607,-79.988716,https://www.trulia.com/p/pa/pittsburgh/5301-ranchview-dr-pittsburgh-pa-15236--2014263659,6,0,Pittsburgh,PA,5301 ranchview dr pittsburgh pa 15236,5301 ranchview dr pittsburgh pa 15236,1,0
657 Robinwood Dr,15216,40.392765,-80.05567,https://www.trulia.com/p/pa/pittsburgh/657-robinwood-dr-pittsburgh-pa-15216--2014145361,6,1,Pittsburgh,PA,657 robinwood dr pittsburgh pa 15216,657 robinwood dr pittsburgh pa 15216,1,0
258 Dutch Ln,15236,40.326523,-79.9622,https://www.trulia.com/p/pa/pittsburgh/258-dutch-ln-pittsburgh-pa-15236--2014258130,6,2,Pittsburgh,PA,258 dutch ln pittsburgh pa 15236,258 dutch ln pittsburgh pa 15236,1,0
1001 Mallissee Rd,15239,40.48799,-79.73581,https://www.trulia.com/p/pa/pittsburgh/1001-mallissee-rd-pittsburgh-pa-15239--2014290475,6,3,Pittsburgh,PA,1001 mallissee rd pittsburgh pa 15239,1001 mallissee rd pittsburgh pa 15239,1,0
2055 Holiday Park Dr,15239,40.476357,-79.70413,https://www.trulia.com/p/pa/pittsburgh/2055-holiday-park-dr-pittsburgh-pa-15239--2014292589,6,4,Pittsburgh,PA,2055 holiday park dr pittsburgh pa 15239,2055 holiday park dr pittsburgh pa 15239,1,0
1479 Hass St,15204,40.455864,-80.0725,https://www.trulia.com/p/pa/pittsburgh/1479-hass-st-pittsburgh-pa-15204--2014048533,6,5,Pittsburgh,PA,1479 hass st pittsburgh pa 15204,1479 hass st pittsburgh pa 15204,1,0
102 Eads St,15210,40.412647,-79.96835,https://www.trulia.com/p/pa/pittsburgh/102-eads-st-pittsburgh-pa-15210--2014089295,6,6,Pittsburgh,PA,102 eads st pittsburgh pa 15210,102 eads st pittsburgh pa 15210,1,0
440 Almar Dr,15237,40.578857,-80.04703,https://www.trulia.com/p/pa/pittsburgh/440-almar-dr-pittsburgh-pa-15237--2014278103,6,7,Pittsburgh,PA,440 almar dr pittsburgh pa 15237,440 almar dr pittsburgh pa 15237,1,0
409 Toura Dr,15236,40.317528,-79.944244,https://www.trulia.com/p/pa/pittsburgh/409-toura-dr-pittsburgh-pa-15236--2014259812,6,8,Pittsburgh,PA,409 toura dr pittsburgh pa 15236,409 toura dr pittsburgh pa 15236,1,0
145 Mayfair Dr,15228,40.369743,-80.054886,https://www.trulia.com/p/pa/pittsburgh/145-mayfair-dr-pittsburgh-pa-15228--2014217454,6,9,Pittsburgh,PA,145 mayfair dr pittsburgh pa 15228,145 mayfair dr pittsburgh pa 15228,1,0
1907 Saint Paul St,15203,40.422016,-79.98097,https://www.trulia.com/p/pa/pittsburgh/1907-saint-paul-st-pittsburgh-pa-15203--2014045019,6,10,Pittsburgh,PA,1907 saint paul st pittsburgh pa 15203,1907 saint paul st pittsburgh pa 15203,1,0
5130 Janie Dr,15227,40.35422,-79.96799,https://www.trulia.com/p/pa/pittsburgh/5130-janie-dr-pittsburgh-pa-15227--2014215013,6,11,Pittsburgh,PA,5130 janie dr pittsburgh pa 15227,5130 janie dr pittsburgh pa 15227,1,0
222 Goldsmith Rd,15237,40.52291,-79.9934,https://www.trulia.com/p/pa/pittsburgh/222-goldsmith-rd-pittsburgh-pa-15237--2014274459,6,12,Pittsburgh,PA,222 goldsmith rd pittsburgh pa 15237,222 goldsmith rd pittsburgh pa 15237,1,0
291 Olympic Rd,15236,40.33921,-79.99385,https://www.trulia.com/p/pa/pittsburgh/291-olympic-rd-pittsburgh-pa-15236--2014258391,6,13,Pittsburgh,PA,291 olympic rd pittsburgh pa 15236,291 olympic rd pittsburgh pa 15236,1,0
461 Taylor St,15224,40.45976,-79.95296,https://www.trulia.com/p/pa/pittsburgh/461-taylor-st-pittsburgh-pa-15224--1008233871,6,14,Pittsburgh,PA,461 taylor st pittsburgh pa 15224,461 taylor st pittsburgh pa 15224,1,0
203 Gass Rd,15229,40.526726,-80.054665,https://www.trulia.com/p/pa/pittsburgh/203-gass-rd-pittsburgh-pa-15229--2014225309,6,15,Pittsburgh,PA,203 gass rd pittsburgh pa 15229,203 gass rd pittsburgh pa 15229,1,0
305 Greenway Dr,15235,40.462574,-79.81477,https://www.trulia.com/p/pa/pittsburgh/305-greenway-dr-pittsburgh-pa-15235--2014247942,6,16,Pittsburgh,PA,305 greenway dr pittsburgh pa 15235,305 greenway dr pittsburgh pa 15235,1,0
419 Glaids Dr,15243,40.368736,-80.062874,https://www.trulia.com/p/pa/pittsburgh/419-glaids-dr-pittsburgh-pa-15243--2014309516,6,17,Pittsburgh,PA,419 glaids dr pittsburgh pa 15243,419 glaids dr pittsburgh pa 15243,1,0
7122 Grand Ave,15225,40.516373,-80.14536,https://www.trulia.com/p/pa/pittsburgh/7122-grand-ave-pittsburgh-pa-15225--2014198973,6,18,Pittsburgh,PA,7122 grand ave pittsburgh pa 15225,7122 grand ave pittsburgh pa 15225,1,0
226 Jucunda St,15210,40.41707,-79.992386,https://www.trulia.com/p/pa/pittsburgh/226-jucunda-st-pittsburgh-pa-15210--2014094439,6,19,Pittsburgh,PA,226 jucunda st pittsburgh pa 15210,226 jucunda st pittsburgh pa 15210,1,0
1218 Biltmore Ave,15216,40.389477,-80.03832,https://www.trulia.com/p/pa/pittsburgh/1218-biltmore-ave-pittsburgh-pa-15216--2014137774,6,20,Pittsburgh,PA,1218 biltmore ave pittsburgh pa 15216,1218 biltmore ave pittsburgh pa 15216,1,0
211 Rockingham Rd,15238,40.495888,-79.88011,https://www.trulia.com/p/pa/pittsburgh/211-rockingham-rd-pittsburgh-pa-15238--2014286729,6,21,Pittsburgh,PA,211 rockingham rd pittsburgh pa 15238,211 rockingham rd pittsburgh pa 15238,1,0
4131 Highgrove Rd,15236,40.355316,-80.01317,https://www.trulia.com/p/pa/pittsburgh/4131-highgrove-rd-pittsburgh-pa-15236--1118702946,6,22,Pittsburgh,PA,4131 highgrove rd pittsburgh pa 15236,4131 highgrove rd pittsburgh pa 15236,1,0
3125 Hebron Dr,15235,40.460762,-79.85108,https://www.trulia.com/p/pa/pittsburgh/3125-hebron-dr-pittsburgh-pa-15235--2014248198,6,23,Pittsburgh,PA,3125 hebron dr pittsburgh pa 15235,3125 hebron dr pittsburgh pa 15235,1,0
117 Duane Dr N,15239,40.46885,-79.70526,https://www.trulia.com/p/pa/pittsburgh/117-duane-dr-n-pittsburgh-pa-15239--2089367214,6,24,Pittsburgh,PA,117 duane dr n pittsburgh pa 15239,117 duane dr n pittsburgh pa 15239,1,0
357 Orchard Spring Rd,15220,40.39464,-80.06958,https://www.trulia.com/p/pa/pittsburgh/357-orchard-spring-rd-pittsburgh-pa-15220--2014173159,6,25,Pittsburgh,PA,357 orchard spring rd pittsburgh pa 15220,357 orchard spring rd pittsburgh pa 15220,1,0
636 Fort Couch Rd,15241,40.358192,-80.068634,https://www.trulia.com/p/pa/pittsburgh/636-fort-couch-rd-pittsburgh-pa-15241--2014306333,6,26,Pittsburgh,PA,636 fort couch rd pittsburgh pa 15241,636 fort couch rd pittsburgh pa 15241,1,0
632 Park Pl,15237,40.529434,-80.00198,https://www.trulia.com/p/pa/pittsburgh/632-park-pl-pittsburgh-pa-15237--2014279987,6,27,Pittsburgh,PA,632 park pl pittsburgh pa 15237,632 park pl pittsburgh pa 15237,1,0
457 Jenne Dr,15236,40.346577,-79.99939,https://www.trulia.com/p/pa/pittsburgh/457-jenne-dr-pittsburgh-pa-15236--2014260654,6,28,Pittsburgh,PA,457 jenne dr pittsburgh pa 15236,457 jenne dr pittsburgh pa 15236,1,0
1252 Gallupe Dr,15226,40.394398,-80.00975,https://www.trulia.com/p/pa/pittsburgh/1252-gallupe-dr-pittsburgh-pa-15226--2014199789,6,29,Pittsburgh,PA,1252 gallupe dr pittsburgh pa 15226,1252 gallupe dr pittsburgh pa 15226,1,0
300 Woodbridge Dr,15237,40.516113,-79.99034,https://www.trulia.com/p/pa/pittsburgh/300-woodbridge-dr-pittsburgh-pa-15237--2014275994,7,0,Pittsburgh,PA,300 woodbridge dr pittsburgh pa 15237,300 woodbridge dr pittsburgh pa 15237,1,0
1622 Leolyn St,15210,40.399445,-79.98659,https://www.trulia.com/p/pa/pittsburgh/1622-leolyn-st-pittsburgh-pa-15210--1116753456,7,2,Pittsburgh,PA,1622 leolyn st pittsburgh pa 15210,1622 leolyn st pittsburgh pa 15210,1,0
2329 Birtley Ave,15226,40.398895,-80.01822,https://www.trulia.com/p/pa/pittsburgh/2329-birtley-ave-pittsburgh-pa-15226--2014201905,7,3,Pittsburgh,PA,2329 birtley ave pittsburgh pa 15226,2329 birtley ave pittsburgh pa 15226,1,0
5602 Camelia St,15201,40.481766,-79.94344,https://www.trulia.com/p/pa/pittsburgh/5602-camelia-st-pittsburgh-pa-15201--2014037530,7,4,Pittsburgh,PA,5602 camelia st pittsburgh pa 15201,5602 camelia st pittsburgh pa 15201,1,0
1326 Wareman Ave,15226,40.389736,-80.01203,https://www.trulia.com/p/pa/pittsburgh/1326-wareman-ave-pittsburgh-pa-15226--2014199949,7,5,Pittsburgh,PA,1326 wareman ave pittsburgh pa 15226,1326 wareman ave pittsburgh pa 15226,1,0
1412 Belasco Ave,15216,40.413654,-80.02788,https://www.trulia.com/p/pa/pittsburgh/1412-belasco-ave-pittsburgh-pa-15216--2014138944,7,6,Pittsburgh,PA,1412 belasco ave pittsburgh pa 15216,1412 belasco ave pittsburgh pa 15216,1,0
626 Barclay Ave,15221,40.419174,-79.841644,https://www.trulia.com/p/pa/pittsburgh/626-barclay-ave-pittsburgh-pa-15221--2014186070,7,7,Pittsburgh,PA,626 barclay ave pittsburgh pa 15221,626 barclay ave pittsburgh pa 15221,1,0
2443 Woodstock Ave,15218,40.416843,-79.8799,https://www.trulia.com/p/pa/pittsburgh/2443-woodstock-ave-pittsburgh-pa-15218--2014158318,7,8,Pittsburgh,PA,2443 woodstock ave pittsburgh pa 15218,2443 woodstock ave pittsburgh pa 15218,1,0
122 Village Ct,15241,40.32668,-80.07951,https://www.trulia.com/p/pa/pittsburgh/122-village-ct-pittsburgh-pa-15241--2014299761,7,9,Pittsburgh,PA,122 village ct pittsburgh pa 15241,122 village ct pittsburgh pa 15241,1,0
165 Maryal Dr,15236,40.35338,-79.986046,https://www.trulia.com/p/pa/pittsburgh/165-maryal-dr-pittsburgh-pa-15236--2014256841,7,10,Pittsburgh,PA,165 maryal dr pittsburgh pa 15236,165 maryal dr pittsburgh pa 15236,1,0
177 Cooper Run Ct,15237,40.58467,-80.050446,https://www.trulia.com/p/pa/pittsburgh/177-cooper-run-ct-pittsburgh-pa-15237--2014272847,7,11,Pittsburgh,PA,177 cooper run ct pittsburgh pa 15237,177 cooper run ct pittsburgh pa 15237,1,0
1145 Firwood Dr,15243,40.371613,-80.06614,https://www.trulia.com/p/pa/pittsburgh/1145-firwood-dr-pittsburgh-pa-15243--2014306962,7,12,Pittsburgh,PA,1145 firwood dr pittsburgh pa 15243,1145 firwood dr pittsburgh pa 15243,1,0
321 Highland Pines Dr,15237,40.547787,-80.04539,https://www.trulia.com/p/pa/pittsburgh/321-highland-pines-dr-pittsburgh-pa-15237--2014276607,7,13,Pittsburgh,PA,321 highland pines dr pittsburgh pa 15237,321 highland pines dr pittsburgh pa 15237,1,0
300 4th Ave #1602,15222,40.439133,-80.001114,https://www.trulia.com/p/pa/pittsburgh/300-4th-ave-1602-pittsburgh-pa-15222--2014189907,7,14,Pittsburgh,PA,300 4th ave 1602 pittsburgh pa 15222,300 4th ave 1602 pittsburgh pa 15222,1,0
18 Chapel Dr,15237,40.547947,-80.02565,https://www.trulia.com/p/pa/pittsburgh/18-chapel-dr-pittsburgh-pa-15237--2014273080,7,15,Pittsburgh,PA,18 chapel dr pittsburgh pa 15237,18 chapel dr pittsburgh pa 15237,1,0
824 Carriage Cir,15205,40.428276,-80.0986,https://www.trulia.com/p/pa/pittsburgh/824-carriage-cir-pittsburgh-pa-15205--2014060577,7,16,Pittsburgh,PA,824 carriage cir pittsburgh pa 15205,824 carriage cir pittsburgh pa 15205,1,0
51 Briggs St,15234,40.385895,-79.999306,https://www.trulia.com/p/pa/pittsburgh/51-briggs-st-pittsburgh-pa-15234--2014236745,7,17,Pittsburgh,PA,51 briggs st pittsburgh pa 15234,51 briggs st pittsburgh pa 15234,1,0
1139 Algonquin Dr,15205,40.43917,-80.13383,https://www.trulia.com/p/pa/pittsburgh/1139-algonquin-dr-pittsburgh-pa-15205--2014052445,7,18,Pittsburgh,PA,1139 algonquin dr pittsburgh pa 15205,1139 algonquin dr pittsburgh pa 15205,1,0
2705 Sarah St,15203,40.426292,-79.967094,https://www.trulia.com/p/pa/pittsburgh/2705-sarah-st-pittsburgh-pa-15203--1013914499,7,19,Pittsburgh,PA,2705 sarah st pittsburgh pa 15203,2705 sarah st pittsburgh pa 15203,1,0
